,Height Range(CM),Weight Range(Kg),Distance(Km),Avg Speed(Km/h),Total Ascent(m),Avg Grade(%),Wh/km,Power Assistance Level,Wind speed(Km/h),Wind Direction,Weather,Precipitation(mm),Temperature(° C)
2436,169.9,57.5,2.503430117,16.95755491,11,2.01236747,3.558277529,3,27.00582041,S,Cloudy,0,13.09853843
2437,176.9201601,65.50702592,3.258141382,16.40507537,21,2.052550191,7.926739752,4,30.68518998,WSW,Clear,0.114055668,16.2660561
2438,173.6441291,61.6098887,0.3,15.06057977,0,1.5,29.44171625,5,12.33498756,S,Patchy rain possible,0.365197229,11.36575388
2439,174.5392992,57.69422322,3.636836592,15.03700745,26,1.916018537,22.95838827,3,16.04994502,W,Clear,0.332423403,11.50481637
2440,173.7237773,69.74004564,1.688381345,13.60253505,9,1.833567408,4.781965954,2,17.60620712,WSW,Patchy rain possible,0.022674864,11.66401254
2441,176.4899868,65.61032783,3.067131398,15.63359861,22,2.125785258,18.46348713,4,27.9134224,WSW,Overcast,0.25755985,14.04771688
2442,173.7514858,70.68756701,4.155012203,16.88800037,29,1.972307935,5.400954762,3,12.41433987,S,Light drizzle,0.257260434,12.77044054
2443,170.3040431,65.45315382,1.521407423,14.49197354,7,1.853462121,5.053543048,2,12.89662438,S,Cloudy,0,9.428103867
2444,171.2894464,57.5,3.073610929,13.63515779,8,1.5,6.146256754,4,7.179966145,S,Cloudy,0.025858686,9.976453002
2445,177.2443499,67.1848691,3.501722791,18.0162715,27,2.186572441,6.871222942,4,13.07549261,SSE,Overcast,0,12.8303318
2446,171.8593942,66.96672986,1.534665462,14.93294992,4,1.587873449,3.489127109,3,16.57507875,S,Patchy rain possible,0,10.07200596
2447,172.3282109,62.37982361,0.3,13.03567064,0,1.532763253,7.49193784,2,12.70562988,S,Cloudy,0.138178454,9.716768986
2448,169.9,57.5,2.457941028,17.35242709,10,2.006272883,15.45714778,2,7.859490431,S,Clear,0.050729147,9.761344762
2449,169.9,57.5,5.531060156,17.47775195,28,1.959936083,9.147966588,4,27.10561121,S,Patchy rain possible,0.226757124,13.89969365
2450,175.3914777,70.12016481,1.986893807,11.9643904,16,1.750487934,1.81,1,13.69556358,S,Cloudy,0,9.613303519
2451,173.6625491,67.51578103,1.939860553,14.83971176,10,1.68682033,9.517607574,4,21.14805162,S,Patchy rain possible,0.231598478,12.87867929
2452,176.2415107,77.80419517,3.028911693,12.76767647,16,1.704586033,15.0173352,2,33.34741789,S,Cloudy,0.296664909,16.16160894
2453,175.639731,65.97529819,3.183944361,13.64396209,18,2.139259152,1.914452743,3,33.29840269,S,Overcast,0.060192829,15.67755656
2454,169.9,57.5,2.976555053,18.20390876,22,2.000999925,11.57492342,5,18.23678797,S,Overcast,0,15.13364864
2455,169.9,57.5,2.336093471,14.53936314,7,1.504781812,10.41499856,3,9.193783046,WSW,Clear,0.04706247,9.4
2456,173.7631866,57.5,1.999564053,19.8727938,18,2.3,21.51165729,5,32.33716944,W,Patchy rain possible,0.205903736,15.86648763
2457,169.9,57.5,1.104052752,16.70275292,5,1.799277919,17.44514979,3,14.58912926,S,Overcast,0,10.5301538
2458,175.5994578,69.29904556,2.759925873,17.31029817,18,1.936092225,15.88378208,5,25.07705904,W,Patchy rain possible,0.22593598,16.42485477
2459,177.6915387,71.25076571,1.245832628,15.25287714,12,1.76882737,2.552588322,4,18.1472726,S,Overcast,0,15.4252181
2460,173.8026102,64.54394477,4.340189357,17.36225998,29,2.063930856,12.88855823,3,23.45790945,S,Cloudy,0.239978271,14.10247282
2461,176.9465083,63.91314545,1.433654522,16.84326615,14,1.781445161,14.06972367,3,21.70232296,WSW,Cloudy,0,16.4398269
2462,172.9635291,62.84266341,2.643029329,16.06566801,17,1.892478565,1.81,5,14.26683604,S,Cloudy,0,13.60414464
2463,175.4338714,65.34467072,2.126319948,14.53549801,10,1.885370808,16.89635236,3,16.95191449,WSW,Cloudy,0,13.13069571
2464,175.5640207,73.97713853,2.487396053,13.80217121,28,2.182840259,1.81,2,22.0328736,S,Clear,0,12.36101985
2465,173.8747129,61.87901136,0.367310144,15.70528477,0,1.5,4.77591469,2,18.11905995,S,Patchy rain possible,0,11.78169697
2466,174.3656425,61.26394841,4.488457889,16.01297968,19,1.818709512,4.340070169,5,23.56729489,WSW,Clear,0.387287008,14.21367567
2467,173.8171437,66.67759388,0.3,15.93005372,3,1.834428302,16.31441334,3,6.1,S,Patchy rain possible,0,9.4
2468,176.8134525,67.84907711,4.299629558,14.33637176,39,2.108895003,15.61070257,2,26.04955443,W,Overcast,0.338962184,14.12966686
2469,173.4223299,67.3727725,4.625841429,15.5640985,26,2.126366287,13.44682086,3,22.67797937,S,Patchy rain possible,0.160515489,12.47624775
2470,177.9474725,82.22189345,3.903208499,13.78809796,22,1.831029633,4.282541911,3,25.64851662,S,Patchy rain possible,0.097451048,14.43303356
2471,169.9,57.5,2.74909675,20.00283788,20,2.083426973,2.370090132,4,6.838784002,S,Clear,0,9.4
2472,175.3806518,71.80619408,3.019746375,16.44054051,23,2.224575016,22.23340478,4,26.92574043,WSW,Clear,0.273446842,14.34903421
2473,173.3082701,70.44025352,2.086027096,12.39526374,5,1.808403792,21.01392999,2,12.95529028,S,Patchy rain possible,0.518951608,10.05737652
2474,171.2125536,58.56131296,5.013737774,16.03729605,25,1.897911046,16.75816057,3,8.192584635,S,Clear,0.373040171,9.830344706
2475,173.6830639,66.95398811,2.145682334,13.74047331,3,1.68042289,20.21800175,1,19.87237763,S,Patchy rain possible,0.320188261,12.61832229
2476,171.3022847,57.5,2.762836987,14.28852674,17,1.880663052,6.721186939,3,10.38038861,S,Light drizzle,0.019792138,9.991123706
2477,169.9,57.5,3.97518156,20.451733,20,1.735340039,1.81,4,12.43609148,S,Clear,0,10.12534816
2478,173.416724,62.27847468,2.743937153,12.15757684,16,1.666207875,12.80696019,2,14.90620967,WSW,Clear,0,12.25842094
2479,172.1938098,60.44536794,1.234305316,16.77180069,10,2.159462071,19.44141969,3,9.468049915,S,Overcast,0,10.32518088
2480,177.3329314,75.22768001,5.183452047,16.22495464,33,2.11120103,14.26123289,3,8.222143282,S,Overcast,0.103299397,10.82691708
2481,172.6466153,63.15123165,2.842240187,15.57491177,12,1.909264643,8.747832906,3,6.866746353,S,Patchy rain possible,0.035253484,9.4
2482,176.5130223,79.12254007,3.004606658,15.7549734,19,1.958720196,31.45290442,5,9.860212983,WSW,Light drizzle,0.533505795,10.63531063
2483,179.6281111,74.69657779,1.85055513,11.24681907,5,1.604902784,13.26018124,1,15.90722751,WSW,Overcast,0,12.25289838
2484,176.8096136,73.11439135,2.057897038,13.2963637,13,1.898225452,26.43796263,3,26.24920205,SSE,Light drizzle,0.625216326,14.20439548
2485,173.5748519,72.78347879,3.878008068,18.78436282,16,1.762513966,10.97152082,4,18.18653786,S,Light drizzle,0,12.79475494
2486,175.9718,69.88631817,0.3,17.43089481,0,1.809809574,10.06179619,5,7.487282793,S,Cloudy,0,10.88043206
2487,172.6068422,61.70304616,1.586785285,13.48998749,1,1.755462603,22.11561747,4,20.52663477,WSW,Clear,0.198710296,12.25924955
2488,173.057901,57.5,3.143594042,15.57764377,19,1.939314662,29.28339742,4,22.61450865,WSW,Clear,0.284079982,13.24251918
2489,169.9,57.5,1.016897397,12.60485854,15,1.837911318,5.686452856,2,39.2,S,Cloudy,0,16.70497238
2490,173.8958813,59.29664903,2.812977721,15.97550799,18,1.882953724,13.89187813,3,20.39750197,S,Cloudy,0.042252115,13.33155217
2491,171.5319355,61.16834542,3.395455996,19.24990549,27,2.011954057,20.16819213,5,15.76925017,S,Partly cloudy,0.014888726,14.39096797
2492,171.1918558,57.5,3.016249278,15.84961612,17,2.180938888,30.34990981,3,20.29458592,WSW,Clear,0.113261369,12.08433024
2493,170.5033767,60.97132378,6.807524171,18.21905051,39,2.076437788,6.461742001,4,24.89377261,S,Cloudy,0.177558491,14.45585911
2494,177.7534474,74.19745085,4.227842654,10.9,29,1.850434841,16.84964941,1,9.908742699,WSW,Clear,0.334333483,11.24160194
2495,173.7257024,67.41619824,3.215369777,16.43032448,17,2.037772946,16.8146497,4,11.93552547,S,Partly cloudy,0.209292773,11.69349764
2496,175.8509173,64.70109622,2.56784398,10.94223887,24,2.133636576,21.82765175,1,27.90812526,S,Cloudy,0.21175201,13.91874837
2497,173.4714474,63.3491322,2.322883963,19.78971005,31,2.267751459,11.87076341,5,32.70877193,SSE,Cloudy,0.141847435,16.62952806
2498,174.4928543,66.31017079,1.491555143,15.71958077,0,1.675199265,20.12934106,5,6.799488774,S,Clear,0.147716033,10.68526205
2499,176.7612396,67.52832701,5.044816488,13.09659604,34,1.716567916,7.77108022,2,11.29862814,WSW,Clear,0.221147431,11.481587
2500,170.3436153,57.5,4.422379469,17.30128052,23,1.741607893,1.81,3,11.46049065,S,Cloudy,0,11.54240041
2501,174.3222505,83.07921285,4.039367996,17.15881119,24,2.217413508,4.349884452,4,12.96537605,S,Patchy rain possible,0.016312627,9.443754961
2502,169.9,57.5,1.314378246,16.16285483,4,1.758923194,27.72309357,3,12.52560386,S,Clear,0.176414412,10.86754333
2503,177.7486728,84.30055841,3.067343497,15.99201835,27,1.994871103,15.8103995,4,8.137075085,S,Patchy rain possible,0.275530873,10.92955559
2504,172.8504373,62.5346009,3.464869569,15.44877886,9,1.795195082,24.41724342,4,15.75826199,S,Partly cloudy,0.525494747,12.22133573
2505,171.2018794,64.04911105,2.65505549,13.59176822,13,1.869107005,13.97553324,2,10.55765688,S,Patchy rain possible,0.180700353,9.876880934
2506,179.3576779,69.77816118,3.037445267,17.33209741,25,2.125584175,9.706674766,3,22.26112353,W,Overcast,0.086368375,15.63771873
2507,175.5686153,62.83040472,2.355882863,13.22552127,27,2.008641119,1.81,3,25.74286515,S,Overcast,0.000589983,15.46900739
2508,171.3631826,67.72379444,3.109684065,16.08041068,14,1.526744023,14.93622922,3,15.39619387,S,Clear,0.028217945,11.11570205
2509,172.2451013,60.22454844,2.283804583,17.39496634,17,1.985236392,22.84661001,4,18.85587567,S,Clear,0.050682596,12.89687569
2510,175.1509795,71.51349622,2.42252364,13.57378184,12,1.838659088,22.43174571,2,24.69022069,WSW,Cloudy,0.360559082,14.24279342
2511,177.734137,72.11486727,2.279381158,16.48152554,8,1.504472452,4.85522355,4,31.6542182,WSW,Cloudy,0.16145575,15.04351773
2512,173.3270092,60.47128254,2.142638249,16.23299457,11,1.637901558,1.81,1,8.044435282,S,Cloudy,0,9.730251531
2513,171.77974,57.5,3.092621713,14.1825448,19,1.800226059,9.150495354,3,23.47458095,S,Clear,0.082749039,12.15805224
2514,178.0493193,71.65255758,2.567262031,13.62766007,21,2.024224857,20.63791026,3,17.16860875,WSW,Clear,0.232871617,13.16432541
2515,179.9,82.14107778,2.878370779,21.3,15,2.080771801,7.613865147,5,36.02070503,WSW,Patchy rain possible,0.291965424,16.9
2516,176.706671,68.33729239,1.040606635,14.20390369,9,1.818555847,9.21015513,3,23.92134225,WSW,Cloudy,0,15.09648486
2517,172.0563156,61.95751368,2.950719105,14.82434437,11,2.023584547,19.05543111,3,24.89196452,WSW,Clear,0.398606367,12.62430674
2518,171.9489625,58.6765314,1.520791446,17.09207503,4,1.882415149,24.11326535,4,19.33682752,S,Patchy rain possible,0.08619726,13.36445154
2519,177.0306484,81.13707051,1.839007334,10.9,13,1.861297412,11.43444974,2,18.93640806,S,Cloudy,0,12.77367359
2520,172.8805679,57.5209724,4.006816493,16.02981446,19,1.771249628,9.682576527,3,14.94067864,S,Clear,0.309809408,12.05647618
2521,169.9,57.5,4.701218171,20.07832741,13,2.016241789,30.62498998,4,26.45395444,S,Cloudy,0.426521548,13.54680577
2522,178.475696,74.23385746,2.215189579,16.67460045,10,1.903794236,15.52461075,4,6.1,S,Overcast,0,12.18006542
2523,179.3717828,82.7171891,0.3,11.21496406,0,1.505681562,9.717025678,1,6.1,S,Clear,0,9.4
2524,169.98733,57.5,2.140067589,18.04312224,12,1.967200388,9.905517318,3,25.2778738,S,Partly cloudy,0.224596085,12.66524243
2525,175.0594779,57.51640172,2.592779965,17.62728746,19,1.842961986,13.29858485,3,17.53934815,S,Cloudy,0,13.5654462
2526,174.1110748,59.95193649,0.464131226,11.99408806,6,1.622240182,15.58743708,2,11.19653021,S,Cloudy,0,9.4
2527,171.5028226,61.91026495,2.286216798,19.01728705,10,1.921998531,29.9646763,5,12.11223091,S,Clear,0.363718428,10.32460562
2528,171.6140407,64.47360213,2.864570891,21.3,18,2.148041207,15.04827005,5,25.80000996,S,Patchy rain possible,0.385706497,14.4613203
2529,174.4648003,65.11583505,3.8605007,15.06019464,27,2.218685329,13.06789047,3,15.38241572,SSE,Overcast,0,11.02508179
2530,173.5705554,59.11705784,4.726255669,17.26081651,26,1.942324834,13.46092946,4,22.48319821,S,Cloudy,0.070098908,15.04928263
2531,176.4302215,72.13374257,2.453191326,14.26429557,21,1.831962294,13.07868165,2,26.93002537,SSE,Cloudy,0.082372796,14.40844906
2532,173.6872854,65.75376859,4.617808126,15.12764794,34,2.165602166,19.95236655,2,35.16050415,WSW,Clear,0.271863754,16.88265811
2533,176.4524877,69.71679781,3.631750888,20.59545621,24,2.131228365,22.70861798,5,39.2,SSE,Patchy rain possible,0.603660799,16.9
2534,175.1070176,65.07903925,3.755569655,21.3,37,2.3,17.45628737,5,18.73979244,WSW,Cloudy,0.077156815,15.68696919
2535,171.0266092,67.88578646,4.509694408,14.70126067,17,1.730223822,2.071466546,3,6.1,S,Cloudy,0.126127325,9.4
2536,175.2844221,57.5,0.719505438,14.31129086,11,2.105040026,2.3759447,2,23.45462631,S,Overcast,0,12.44900533
2537,174.7509207,57.5,2.118173659,19.83871568,20,2.3,17.79897243,3,39.2,S,Overcast,0,16.9
2538,174.0761142,68.35808282,4.38019629,12.49761285,26,1.693445367,16.29079449,2,30.06901392,S,Cloudy,0.399494423,15.06832239
2539,169.9500522,58.74226514,1.407364152,14.34721805,1,1.5,18.54011881,3,7.933895513,S,Light drizzle,0.133182992,9.4
2540,169.9,57.5,2.974891422,17.37588807,11,2.153286247,16.88385977,2,11.5740352,S,Cloudy,0,9.523106898
2541,170.2033468,57.5,2.206391771,13.77860645,9,1.736403971,18.39511473,4,17.84061053,S,Overcast,0,11.51289834
2542,174.4271502,74.18149306,2.082378815,15.22205928,19,1.907701373,1.81,3,9.947763703,S,Cloudy,0,10.23824514
2543,178.3517728,72.99024102,0.3,10.9,0,1.5,14.2677854,2,15.97825392,W,Cloudy,0.343888903,11.38471914
2544,171.2784251,57.5,1.810109396,13.50231216,8,1.562660741,7.917413969,2,21.17877781,W,Cloudy,0,12.8761444
2545,169.9448492,57.89649376,3.597778541,17.78720395,19,1.94496906,1.81,4,22.43931833,S,Patchy rain possible,0,12.76770279
2546,174.0404692,64.60407415,1.118202003,15.94465889,15,1.932984809,9.176153349,4,12.42270767,S,Light drizzle,0.176998325,11.08161216
2547,179.9,77.06123534,4.482973166,14.39703192,30,1.84137836,6.152033209,3,29.20215159,WSW,Overcast,0,16.9
2548,175.8117315,70.31865188,3.856677702,11.57496464,23,1.749975976,5.905058466,3,16.89339913,SSE,Overcast,0,12.26842857
2549,169.9,57.5,2.224942264,13.35849492,14,1.857505689,8.517241364,1,30.53707151,S,Cloudy,0.007607815,13.37882753
2550,179.9,88.15871049,1.809754611,13.33003809,11,1.575374249,1.81,1,9.462307158,S,Cloudy,0,11.09475887
2551,169.9,57.5,1.338180052,17.90257976,0,1.5,12.89931431,4,6.1,S,Clear,0,9.4
2552,174.2632635,59.98904621,4.759150434,12.65133433,20,1.69206623,8.545022834,1,14.11237908,S,Cloudy,0.257957738,11.28938528
2553,171.045862,65.42911792,2.010482134,14.79926689,5,1.787914262,14.21290196,3,11.24892416,S,Partly cloudy,0.154313667,9.4
2554,177.7624382,75.39764179,1.452967574,13.5314096,19,1.943429636,9.499649,3,18.21807669,S,Overcast,0,14.18213937
2555,174.3660351,62.15940253,3.226373975,16.72426204,32,2.3,7.865314506,3,24.15580845,S,Cloudy,0.088833915,12.70251983
2556,176.7178708,82.18648035,0.3,15.77140966,0,1.5,1.81,4,6.1,S,Clear,0,9.4
2557,172.1053508,57.5,1.179192278,12.62270941,0,1.738848696,19.98665612,1,8.636356654,S,Overcast,0.026247504,9.4
2558,173.9706674,66.8140852,2.630525962,20.78822583,25,2.3,11.42204878,5,27.37186085,WSW,Patchy rain possible,0.262557533,14.88349391
2559,169.9,57.5,2.482792726,18.94189924,15,2.161319747,18.34010167,4,25.3627506,S,Light drizzle,0.375219312,12.18206761
2560,169.9,57.5,2.849674416,17.0266493,25,2.171301998,20.05560637,5,21.25004155,S,Light drizzle,0.058599978,13.41484775
2561,176.4927185,69.3954291,4.227982138,15.44068555,38,2.122597566,11.17063568,2,28.15278441,WSW,Overcast,0,14.31484116
2562,177.2723288,86.68421266,4.532022806,10.9,20,1.55273852,11.70095574,1,16.8079137,S,Clear,0.311730502,12.25434232
2563,173.7912103,67.3198315,4.96301711,13.99476577,32,2.044578234,5.26888857,2,19.48529805,S,Overcast,0.036835978,11.52931291
2564,172.6248973,69.55164219,4.044903279,13.09170161,22,1.505488389,1.81,2,6.1,S,Cloudy,0,9.4
2565,177.0673984,72.57281643,3.437863674,18.45521093,27,2.124355635,19.28868952,5,24.24293771,W,Cloudy,0.730445798,13.92335738
2566,169.9,57.5,3.871346079,14.71616865,23,2.051087454,25.54280926,3,13.79729502,WSW,Cloudy,0.103113451,9.813946533
2567,173.4768166,67.21785599,0.892241823,13.9984539,8,1.683288272,9.393327537,3,9.86222796,S,Light drizzle,0.069859038,10.78527434
2568,172.7402056,67.75871215,1.760316515,21.3,1,2.048984239,25.14989249,5,21.79994847,S,Patchy rain possible,0.085247211,13.65537358
2569,172.085728,57.5,2.634735404,18.16833938,18,2.102089358,2.768165631,3,17.67223301,S,Overcast,0,12.57378563
2570,176.9251594,76.71335815,1.716069283,13.56266878,0,1.553130579,15.26541352,3,10.53033152,SSE,Clear,0.283517234,11.69006387
2571,171.5325133,59.64931504,4.135395016,21.3,36,2.3,14.10175397,5,39.2,S,Cloudy,0,16.72158656
2572,172.9496145,64.87496956,1.685378749,14.94421867,11,1.670793193,1.81,2,13.90697117,S,Cloudy,0,10.40763481
2573,173.0086115,64.65498114,4.610022458,16.74256407,26,2.013618115,19.90965818,4,14.30676946,S,Partly cloudy,0.29063474,12.13623651
2574,169.9,62.73063463,2.0102604,15.28442033,12,1.737426241,2.038724383,2,17.30651704,S,Patchy rain possible,0,10.14137423
2575,174.9805759,70.38989275,5.567727695,13.90585511,46,2.21404927,15.46270088,2,33.30943189,WSW,Clear,0.527797992,15.46026864
2576,174.6335084,66.02460107,2.635886209,14.71113187,19,2.073447282,1.81,2,17.20146953,S,Overcast,0,11.40986797
2577,175.7682788,73.50435637,1.939613583,16.08098568,7,1.790106262,3.280407654,4,24.94719122,S,Overcast,0.052399614,14.58573457
2578,170.4160038,67.84068542,0.3,10.9,0,1.5,8.247163167,1,6.1,S,Light drizzle,0,9.4
2579,169.9,57.5,3.686772915,18.76063425,11,1.832333562,4.216074777,5,15.43984512,S,Light drizzle,0,10.96594092
2580,169.9,61.54822152,1.577414236,13.26962287,3,1.5,7.789883605,1,8.080233928,S,Partly cloudy,0,9.4
2581,177.8523623,87.61530587,2.392404475,14.03581148,5,1.561599617,6.81483276,3,12.84171664,SSE,Clear,0.215057857,11.01426749
2582,170.011859,63.0307321,2.167759939,15.68140628,0,1.737984717,11.37974281,3,6.1,S,Clear,0,9.4
2583,173.3979412,65.47415016,3.01972842,16.53482874,14,1.885842117,21.11929755,4,30.16473356,S,Clear,0.107004887,16.29481034
2584,176.2534355,72.03079233,0.800767265,11.65724444,6,1.690823015,11.06550101,1,23.99135786,S,Clear,0,11.77723504
2585,175.9766567,73.17964082,2.853283802,16.97137041,25,2.175592375,6.714193504,4,25.86637105,S,Clear,0.124273964,16.11059118
2586,172.0317505,57.5,3.652698802,18.34848348,22,1.908452292,16.86291256,5,7.690473444,WSW,Overcast,0,11.50764155
2587,173.8952019,61.69568118,0.439896334,15.3043841,0,1.631202956,23.55507163,3,22.51794914,S,Partly cloudy,0.273670209,11.74269546
2588,176.8366118,75.46727497,4.025017208,14.14822931,16,1.564797345,1.81,3,6.1,S,Cloudy,0.118098311,9.56883971
2589,173.911791,57.5,0.474502056,14.46804709,5,1.660915111,10.39081635,2,8.022087438,WSW,Cloudy,0,10.69833868
2590,175.3238815,67.11752482,0.914338906,13.62579142,7,1.741504117,22.77308384,2,15.94394443,S,Clear,0,12.63984058
2591,177.335093,70.26502108,4.518233696,17.96772127,43,2.3,16.956852,4,36.28288093,WSW,Overcast,0.070831091,16.9
2592,174.0366877,59.6694822,2.246084628,17.16772313,13,1.925331992,8.981292179,3,12.2502284,WSW,Cloudy,0,13.7269581
2593,178.8312196,74.24173498,2.504212112,18.30412343,22,2.044902686,14.00749336,4,37.06039649,SSE,Clear,0.340090697,16.9
2594,175.2952725,75.89610932,4.513550694,19.95918997,24,2.109850357,9.268143562,5,28.72797298,WSW,Partly cloudy,0.344066271,15.6277884
2595,169.9,57.5,2.020895132,17.56174055,15,1.964894192,1.81,4,29.55963002,WSW,Overcast,0,13.80856923
2596,173.4986193,59.70940476,3.741132785,18.21426665,26,2.116870397,1.81,5,25.97744282,S,Overcast,0.0018119,15.4990211
2597,169.9,57.5,1.460702843,14.49452425,5,1.5,4.591513294,1,17.54242784,S,Cloudy,0,9.914598938
2598,170.5165298,57.5,2.36111267,13.62135413,17,1.989135671,10.61289414,2,19.80990742,S,Overcast,0,9.571436205
2599,171.8657288,58.90120363,1.754625682,15.90608342,13,2.002372161,1.81,4,15.11514464,S,Cloudy,0,12.02873597
2600,176.3536617,71.05291547,2.55847485,13.90405695,27,1.994236477,3.244132092,3,19.04176138,S,Cloudy,0,13.67802303
2601,179.1642151,82.37826132,2.644822051,18.62162321,11,2.060892373,7.411233429,5,17.60168852,WSW,Clear,0.272727577,14.27553728
2602,170.7625407,57.5,1.756652936,15.73143161,12,2.064441026,20.54082833,3,33.58833132,WSW,Overcast,0.196916554,14.91440675
2603,175.1072658,70.2627813,2.920408083,16.77157105,12,1.620187441,7.535461219,2,29.16519126,WSW,Patchy rain possible,0.067783334,13.72748015
2604,172.4846997,61.52833952,1.156281507,14.91711996,10,1.873929979,12.92862098,3,8.707711716,WSW,Cloudy,0,9.906897534
2605,175.3283493,66.19254134,2.957175975,15.04285291,14,1.896403722,1.81,2,19.42288484,S,Overcast,0,12.2739558
2606,174.7870021,57.5,4.127611469,14.37494795,14,1.623502128,5.96584402,4,22.15162288,SSE,Cloudy,0.328568469,14.42137911
2607,175.9114103,65.34551238,0.3,15.68530832,0,1.5,3.496418242,4,8.601180107,S,Cloudy,0,11.23314803
2608,177.1723198,77.59828741,5.199962044,16.92917138,41,2.147650591,12.80582554,4,33.0993087,S,Clear,0.217491378,16.9
2609,172.0706925,66.40952984,5.378952288,21.18576015,36,2.285917709,14.51139117,5,22.97661329,WSW,Clear,0.442553876,14.54178165
2610,177.1349249,76.96422578,3.890355089,12.21169343,28,1.891417483,4.299220544,2,20.66895537,S,Cloudy,0,12.44943599
2611,175.9674884,72.67012201,4.630602912,17.78740839,38,2.3,6.13486011,4,39.2,S,Cloudy,0.232664055,16.9
2612,169.9,57.5,2.00112526,16.95502496,8,1.805695268,6.811611754,3,19.40392625,S,Clear,0,11.70979685
2613,176.2688849,76.13907486,2.825725835,18.37905789,18,1.797500069,4.721360304,4,24.59708887,WSW,Patchy rain possible,0.069903785,14.27525162
2614,171.1161013,60.94188512,3.078924245,17.48494568,21,1.941174218,20.13556693,3,8.914227489,S,Cloudy,0.030205418,9.4
2615,174.4538777,57.5,0.399096898,17.69156596,0,1.739614838,2.504608133,4,14.0478233,S,Clear,0,12.52246328
2616,175.5971526,70.75565981,2.351769385,14.32374215,11,1.951608688,26.42085037,1,6.1,S,Cloudy,0.104128986,9.4
2617,177.4796982,82.12361328,2.389296581,16.28319882,23,2.066872623,12.87489709,3,9.537140858,S,Patchy rain possible,0.013347751,11.70669031
2618,172.1475926,59.53415051,2.347405882,18.91854795,8,1.915964829,6.922649046,4,10.41978803,S,Overcast,0,10.11507929
2619,169.9,57.5,2.508833582,17.73203937,3,1.726995571,14.03471357,3,16.70476841,S,Clear,0.075953718,11.00377945
2620,175.3928021,71.37611158,2.658463431,14.01977384,17,1.790072578,2.009586368,3,23.06749797,S,Clear,0,13.44731167
2621,172.8775576,64.40189729,2.256383208,16.05330979,21,1.950636312,1.81,3,20.66116373,WSW,Clear,0,13.00061702
2622,172.1106517,59.85842167,1.503891546,16.71996151,3,1.647941452,14.54125585,4,15.69390275,S,Overcast,0,13.36756974
2623,175.5750544,74.0813724,3.188600469,12.95123008,24,1.801480288,8.69878955,3,12.4084044,WSW,Cloudy,0,11.42380142
2624,178.3582155,76.35535875,2.689566393,15.66053618,4,1.517433918,5.938879605,4,15.84149387,SSE,Cloudy,0.086376228,13.02378335
2625,176.1504067,66.74815056,4.305763651,18.8051853,26,2.3,22.45458035,4,25.40839101,S,Cloudy,0.606174342,15.45242591
2626,179.9,80.18522938,3.094681362,13.98765019,15,1.5,15.26097182,4,27.50721522,W,Overcast,0.333438393,15.33546011
2627,177.7963226,81.84858801,6.155359362,18.72896621,42,2.281608893,26.12633047,5,39.2,SSE,Clear,0.624826058,16.9
2628,175.2022932,62.96102636,4.401570481,14.72605884,30,1.713210465,16.22746827,2,11.22500356,S,Clear,0.251523727,12.69084595
2629,172.8136241,66.11526332,1.658489823,12.98263564,9,1.572500808,6.287180503,2,6.1,S,Clear,0,9.4
2630,174.6703905,73.66502317,2.049327605,12.64160239,3,1.857473481,15.32338488,1,11.41061009,S,Clear,0.21968317,10.67790573
2631,178.8200344,71.42962315,3.638416866,13.91999294,35,1.774042334,1.81,3,28.01945205,W,Overcast,0,16.9
2632,176.294589,69.86361331,2.680138813,12.03366023,17,1.862578146,9.494395672,1,14.92000542,S,Clear,0.122343024,9.874062927
2633,171.8280823,59.47494188,3.025240848,17.32098587,6,1.850789882,13.44508634,3,12.03154214,S,Patchy rain possible,0.12932781,11.66591489
2634,169.9,57.5,1.771663915,12.35596504,6,1.674999241,12.86348875,2,12.01874954,S,Patchy rain possible,0,11.17049366
2635,176.221246,64.11994491,3.521921059,13.78075831,31,2.040365296,27.10384516,4,26.94829617,WSW,Cloudy,0.385322021,14.91461217
2636,170.6647589,57.5,6.066993489,18.96076726,48,2.297953113,15.58685421,5,39.03116685,WSW,Cloudy,0.082671832,16.2595476
2637,173.4759487,59.79551971,2.282736496,18.43112497,16,2.094191967,24.37708865,4,25.85170259,W,Overcast,0.239737693,14.43687596
2638,173.8765658,66.50970297,1.177023636,12.65058207,0,1.630640496,18.42634453,2,6.1,S,Clear,0.110306718,9.4
2639,173.9189107,71.72983219,4.464646064,13.92790444,22,1.809756173,14.68111664,2,13.43077125,WSW,Overcast,0.068127063,11.40557089
2640,178.3067577,78.69354029,4.690904475,16.57685884,32,2.122829267,3.060977244,3,37.4915958,WSW,Overcast,0,16.9
2641,169.9,57.5,3.641471138,19.35868197,19,1.945836891,17.77177349,5,27.04367622,SSE,Patchy rain possible,0.190832862,13.38832085
2642,174.6873279,66.73916234,3.753962216,14.90296686,19,1.856233262,28.36494424,4,6.1,WSW,Clear,0.503657279,9.90341266
2643,175.1835826,65.90325994,4.106401794,15.19120236,24,2.107507883,22.95081193,3,14.67981174,WSW,Cloudy,0.250150602,12.57564924
2644,174.9199744,68.37876857,1.291913425,10.9,0,1.5,1.81,1,10.61463253,S,Cloudy,0.016665897,9.442583455
2645,173.9757635,67.77211896,4.544148628,14.82777658,20,1.618054148,1.81,4,11.85646775,WSW,Cloudy,0.099524228,10.3259384
